proportion_fake,proportion_real
0.1302149178255373,0.12078208766950489
0.07838179519595449,0.0586565752128666
0.16466498103666244,0.1750236518448439
0.029077117572692796,0.019867549668874173
0.4838811630847029,0.5200252286345002
0.07648546144121365,0.0772626931567329
0.03729456384323641,0.02838221381267739
